,id,street_name,limits,total_count,date
8564,MIRAMARRD066921,MIRAMAR RD,COMMERCE AV - PRODUCTION AV,53903,2021-12-14
3202,CAPRICORNWY066721,CAPRICORN WY,BLACK MTN RD - WESTVIEW  PY,3604,2021-12-14
11240,RUFFINRD067021,RUFFIN RD,RUFFIN CT - CLAIREMONT MS BL,18790,2021-12-14
4651,DUSKDR068021,DUSK DR,ALTA VIEW DR - PARKSIDE AV,2798,2021-12-14
5181,FAIRBROOKRD068721,FAIRBROOK RD,RUE CHAMBERRY  - RUE CHANTEMAR ,2743,2021-12-14
10746,RAEJEANAV066621,RAEJEAN AV,MURRAY RDG RD - CASEMENT  ST,2323,2021-12-14
5081,EUCLIDAV068421,EUCLID AV,PALIN  ST - LOGAN AV,11773,2021-12-14
6030,GOODEST069521,GOODE ST,BRIARWOOD RD - MONTCLIFF RD,1443,2021-12-14
6194,HAMMONDDR066421,HAMMOND DR,TOWSER ST - EDIWHAR AV,3312,2021-12-14
4426,DELCERROBL067221,DEL CERRO BL,THETA PL - CAPRI  DR,3809,2021-12-15
4533,DELTAST067521,DELTA ST,39TH ST - 40TH ST,1707,2021-12-15
10681,PRODUCTIONAV073421,PRODUCTION AV,MIRAMAR RD - CARROLL RD,3481,2021-12-15
4618,DOLIVADR067821,DOLIVA DR,VERGARA  ST - TRIANA   ST,1915,2021-12-15
8192,MATINALRD067121,MATINAL RD,RANCHO BERNARDO RD - CAPILLA  RD,2529,2021-12-15
4643,DUNAWAYDR067921,DUNAWAY DR,GLENWICK LN - TORREY PINES RD,2164,2021-12-15
7129,KEARNYVILLARD066521,KEARNY VILLA RD,SD 163   - HARRIS PLANT RD,28745,2021-12-15
5115,EVENINGCREEKEDR068521,EVENING CREEK E DR,SABRE SPRINGS PY - MORNING CREEK DR,575,2021-12-15
2828,CAMRIOS064721,CAM RIO S ,WESTERLY TERMINUS  - 580 E/O W'L TERMINUS  ,2978,2021-12-15
4735,ECKSTROMAV068121,ECKSTROM AV,COSMO ST - AMOROSO ST,3814,2021-12-15
5119,EVENINGCREEKSDR068621,EVENING CREEK S DR,SABRE SPRINGS PY - EVENING CREEK N DR,2259,2021-12-15
5895,GENESEEAV069021,GENESEE AV,RADCLIFFE LN - GOVERNOR DR,30485,2021-12-16
5901,GENESEEAV069121,GENESEE AV,SD 005 SB ON RAMP  - SCIENCE CTR DR,41212,2021-12-16
5945,GLENROYST069221,GLENROY ST,GREENBRIER AV - IRWIN  AV,1911,2021-12-16
6023,GOLFCRESTDR069421,GOLFCREST DR,RUANE ST - MISSION GORGE RD,3695,2021-12-16
5993,GOLFCOURSEDR069321,GOLF COURSE DR,26 ST - 28 ST,3886,2021-12-16
5769,GARRISONST068921,GARRISON ST,WILLOW CREEK ST - PULM ST,1047,2021-12-16
4535,DENNERYRD067721,DENNERY  RD,PALM  AV - DEL SOL BL,13187,2021-12-16
4541,DENNERYRD067621,DENNERY RD,REGATTA LN - PALM AV,11963,2021-12-16
4921,ELCAMRL068221,EL CAM RL  ,SEA COUNTRY LN - SAN DIEGUITO RD,7578,2021-12-16
4952,ELM(SB)AV068321,ELM (SB) AV,18 SB  ST - SATURN BL,5262,2021-12-16
5362,FEDERALBL068821,FEDERAL BL,HOME AV - 47 ST,4558,2021-12-16
11428,SANYSIDROBL074421,SAN YSIDRO BL,DAIRY MART RD - SD 5 R-H ,19141,2021-12-21
11367,SANDIEGUITORD074221,SAN DIEGUITO RD,CAMINO SANTA  FE - CITY LIMIT ,13327,2021-12-21
11803,SILVERTONAV074121,SILVERTON AV,DOWDY DR - TRADE PL,5545,2021-12-21
6153,GREENBRIERAV069621,GREENBRIER AV,MISSION GORGE RD - MILLBROOK  ST,1894,2021-12-21
11792,SIEMPREVIVARD074021,SIEMPRE VIVA RD,SD 905  SD 905 - ENRICO FERMI DR,9083,2021-12-21
13171,VISTASORRENTOPY074921,VISTA SORRENTO PY,SORRENTO VALLEY BL - CALLE MAR MARIPOSA  ,20545,2021-12-21
13073,VIAVALARTA074721,VIA VALARTA  ,CLAIREMONT MESA BL - VIA DOMINIQUE  ,3167,2021-12-21
13121,VIEWRIDGEAV074821,VIEWRIDGE AV,RIDGEHAVEN CT - BALBOA AV,5982,2021-12-21
9189,MURPHYCANYONRD072121,MURPHY CANYON RD,BALBOA AV - CLAIREMONT MESA BL,3498,2021-12-21
6403,HICKMANFIELDDR069721,HICKMAN FIELD DR,COPLEY DR - CONVOY CT,4756,2021-12-21
11423,SANYSIDROBL074521,SAN YSIDRO BL,DAIRY MART RD - HOWARD AV,8652,2021-12-21
9804,ORCHARDAV072721,ORCHARD AV,SUNSET CLIFFS BL - CABLE ST,2107,2021-12-21
9190,MURPHYCANYONRD072021,MURPHY CANYON RD,SD 015 SB ON RAMP  - STONECREST BL,6576,2021-12-21
11441,SANYSIDROBL074621,SAN YSIDRO BL,VIRGINIA SB AV - BORDER VILLAGE RD,12229,2021-12-21
5835,GENESEEAV075221,GENESEE AV,GENESEE CT - DERRICK DR,16810,2022-01-04
11390,SANPASQUALRD074321,SAN PASQUAL RD,OLD MILKY  WY - OLD SAN PASQUAL RD,5269,2022-01-04
10701,PSODELSUR075521,PSO DEL SUR  ,CAMINO DEL SUR   - BOBCOCK ST,7132,2022-01-04
13368,WARDRD075021,WARD RD,CAMINO DEL RIO N - RANCHO MISSION RD,9278,2022-01-04
10100,PARADISEHILLSRD075321,PARADISE HILLS RD,BULLOCK DR - WOODMAN ST,1494,2022-01-05
4924,ELCAMRL075421,EL CAM RL  ,SN DIEGUITO RD - VIA  VALLE  ,11166,2022-01-06
9140,MTETNADR076121,MT ETNA DR,MT DAVIS  AV - MT EVEREST BL,3204,2022-01-11
10962,RHOCARMELDR075121,RHO CARMEL DR,T WILLIAMS PY - CARMEL MTN (S) RD,14353,2022-01-11
10399,PICADORBL076321,PICADOR BL,AREY  DR - CMTO QUIXOTE S ,9106,2022-01-13
11415,SANYSIDROBL080021,SAN YSIDRO BL,AVERIL RD - ALVERSON RD,11813,2022-01-13
10405,PICADORBL075821,PICADOR BL,ARRUZA  ST - SD 905  ,17355,2022-01-13
4513,DELSOLBL076021,DEL SOL BL,PICADOR BL - OTONO  ST,15423,2022-01-13
9867,OTAYMSRD075721,OTAY MS RD,HARVEST RD - SANYO AV,8629,2022-01-13
9714,OCEANVWBL076621,OCEAN VW BL,35 ST - 36 ST,13502,2022-01-13
9715,OCEANVWBL076521,OCEAN VW BL,ELIZABETH  ST - 45 ST,10139,2022-01-13
9868,OTAYMSRD076221,OTAY MS RD,LA MEDIA  RD - PIPER RH RD,12210,2022-01-13
9866,OTAYMSRD075621,OTAY MS RD,CALIENTE AV - CORPORATE CTR DR,16839,2022-01-13
2329,BEYERWY075921,BEYER WY,CORONADO SB  AV - DEL SOL BL,6274,2022-01-13
4876,ELCAMRL078621,EL CAM RL  ,CARMEL MOUNTAIN RD - ARROYO SORRENTO RD,27192,2022-01-18
6731,IMPERIALAV077621,IMPERIAL AV,W J JONES AV - 50 ST,19347,2022-01-18
11101,ROSECRANSST076421,ROSECRANS  ST,STERNE  ST - TENNYSON ST,7007,2022-01-18
6491,HILLTOPDR077421,HILLTOP DR,TOYNE ST - 44 ST,2567,2022-01-18
6483,HILLTOPDR077521,HILLTOP DR,45 ST - 46 ST,2597,2022-01-18
2511,BOUNDARYST077021,BOUNDARY ST,MARKET ST - F ST,2254,2022-01-19
1229,60ST077721,60  ST,KENWOOD  ST - BROOKLYN AV,3389,2022-01-19
972,40ST076921,40 ST,FRANKLIN AV - FRANKLIN AV,5002,2022-01-19
1248,61ST077821,61 ST,NANCITA CT - IMPERIAL AV,5556,2022-01-19
6817,INGRAHAMST078421,INGRAHAM ST,CROWN POINT DR - BUENA VISTA ST,17777,2022-01-19
10145,PARADISEVYRD078021,PARADISE VY RD,WOODMAN ST - ZEST ST,15882,2022-01-19
9771,OLVERAAV076721,OLVERA AV,EUCLID  AV - GWEN ST,5104,2022-01-19
8005,MARKETST077221,MARKET  ST,45 ST - COTTON ST,19699,2022-01-19
4602,DIVISIONST076821,DIVISION ST,40 ST - 41 ST,10188,2022-01-19
4614,DIVISIONST077921,DIVISION ST,PARADISE RD - 58 ST,10774,2022-01-19
6833,INGRAHAMST078521,INGRAHAM ST,FORTUNA AV - PACIFIC BEACH DR,19590,2022-01-19
5078,EUCLIDAV077321,EUCLID AV,NARANJA ST - MARKET ST,21557,2022-01-20
7550,LASFLORESTR077121,LAS FLORES TR,CHURCHWARD ST - TRINIDAD WY,1437,2022-01-20
6630,ILLIONST078321,ILLION ST,GARDENA AV - ORTEN  ST,4297,2022-01-25
5495,FORTSTOCKTONDR078821,FORT STOCKTON DR,SIERRA VISTA  - ALLEN RD,3040,2022-01-25
6151,GRAYDONRD078921,GRAYDON RD,CRISTALLO PL - LANSDALE DR,2483,2022-01-25
6451,HIGHLANDVALLEYRD079221,HIGHLAND VALLEY RD,POMERADO RD - SYCAMORE CREEK RD,2289,2022-01-26
7384,LAJOLLASCENICNDR079521,LA JOLLA SCENIC N DR,CAMINITO DESEO   - LA JOLLA SCENIC WY,9664,2022-01-26
7330,LAJOLLACOLONYDR079421,LA JOLLA COLONY DR,GILMAN DR - ROSENDA CT,7884,2022-01-26
6422,HIGHLANDRANCHRD079121,HIGHLAND RANCH RD,WORLD TRADE  DR - CARMEL MOUNTAIN RD,11242,2022-01-26
6405,HIDDENVALLEYRD079021,HIDDEN VALLEY RD,HIDDEN VALLEY PL - E ROSELAND DR,9316,2022-01-26
4678,EOCEANAIRDR078121,E OCEAN AIR DR,VEREDA MAR DEL SOL   - CARMEL MOUNTAIN  RD,4347,2022-01-26
6170,GROVEAV078221,GROVE AV,HOLLISTER ST - ORO VISTA RD,4819,2022-01-27
7999,MARGERUMAV079721,MARGERUM AV,HIGHPLACE DR - LARCHWOOD AV,1898,2022-01-27
9728,OLDELCAMINOREAL079821,OLD EL CAMINO REAL ,TRENTO PL - SAN DIEGUITO RD,1134,2022-01-27
7013,JUTLANDDR079321,JUTLAND DR,JEMEZ DR - LUNA AV,6243,2022-01-27
5117,EVENINGCREEKNDR078721,EVENING CREEK N DR,EVENING CREEK S DR - SABRE SPRINGS PY,2860,2022-01-27
8004,MARGERUMAV079621,MARGERUM AV,NAVAJO RD - CROW CT,2536,2022-01-27
11408,SANVICENTEST079921,SAN VICENTE ST,CARDIFF ST - BILLOW DR,4006,2022-01-27
9547,NIMITZBL00622,NIMITZ BL,EVERGREEN ST - TENNYSON ST,16288,2022-02-08
7536,LANDSCAPEDR00122,LANDSCAPE DR,RANCHO HILLS DR - PARKSIDE AV,1758,2022-02-08
3727,CHATSWORTHBL001522,CHATSWORTH BL,WILDWOOD RD - NIMITZ BL,7777,2022-02-08
11906,SORRENTOVYBL00322,SORRENTO VY BL,4245 SORRENTO VY BL - JUNIPER PARK LN,11608,2022-02-08
12513,TOWNSGATEDR00222,TOWNSGATE DR,EL CAMINO REAL  - CARMEL COUNTRY RD,4207,2022-02-08
3128,CAMPANILEDR00822,CAMPANILE DR,BAJA DR - MONTEZUMA RD,844,2022-02-08
8937,MONTONGOST00422,MONTONGO ST,MIRA MS BL - MONTONGO CR,4368,2022-02-08
7895,MADERAST001722,MADERA ST,BROADWAY  - BITTERN ST,2805,2022-02-09
7758,LKMURRAYBL00922,LK MURRAY BL,NAVAJO RD - HIGHWOOD  DR,5407,2022-02-09
5372,FEDERALBL001822,FEDERAL BL,SD 094   - 60 ST,13192,2022-02-09
10700,PSODELSUR00522,PSO DEL SUR ,CAMINO DEL SUR   - BOBCOCK ST,6982,2022-02-09
10610,POTOMACST002122,POTOMAC ST,ALTA VW DR - PARADISE VY RD,5514,2022-02-09
1298,69ST001922,69 ST,KLAUBER AV - MALLARD ST,3870,2022-02-09
4628,DORIANAST002022,DORIANA ST,ALTA VW DR - JAMIE AV,935,2022-02-09
12981,VALLEYRD001622,VALLEY RD,REO DR - TONAWANDA DR,10517,2022-02-09
10043,PALMAV00722,PALM  AV,PICADOR BL - TWINING AV,17022,2022-02-09
11800,SILVERADOST001422,SILVERADO ST,PROSPECT ST - EXCHANGE PL,2725,2022-02-10
7311,LAJOLLABL001222,LA JOLLA BL,PEARL ST - PROSPECT ST,4315,2022-02-10
6406,HIDDENVYRD001022,HIDDEN VY RD,LA JOLLA PY - VIA CAPRI  ,9067,2022-02-10
10698,PROSPECTST001322,PROSPECT ST,TORREY PINES RD - EXCHANGE PL,14167,2022-02-10
7303,LAJOLLABL001122,LA JOLLA BL,GRAVILLA ST - PEARL ST,13417,2022-02-10
13609,WOODMANST002422,WOODMAN ST,ALTA VW DR - APPIAN DR,23988,2022-02-15
11837,SKYLINEDR003022,SKYLINE DR,TUTHER WY - SYCHAR RD,7273,2022-02-15
11831,SKYLINEDR002922,SKYLINE DR,OMEARA ST - HENSON ST,8777,2022-02-15
2548,BRIARWOODRD002522,BRIARWOOD RD,GOODE ST - ALTA VW DR,11462,2022-02-15
1592,ALTAVIEWDR002722,ALTA VIEW DR,PARKSIDE AV - WOODMAN ST,2852,2022-02-15
10964,RHOHILLSDR002822,RHO HILLS DR,REO DR - CAL GAVIOTA ,1879,2022-02-15
1085,47ST002622,47 ST,HILLTOP DR - C ST,15135,2022-02-15
2660,BROOKHAVENRD002322,BROOKHAVEN RD,ARROWWOOD DR - MEADOWBROOK DR,3036,2022-02-15
13631,WOODMANST002222,WOODMAN ST,PARADISE VY RD - PARADISE HILL RD,9799,2022-02-15
10143,PARADISEVYRD003122,PARADISE VY RD,MEADOWBROOK DR - CITY LIMIT  ,17880,2022-02-15
8288,MEADOWBROOKRD003222,MEADOWBROOK RD,SHADYGLADE LN - SKYLINE DR,10403,2022-02-16
7985,MALLARDST003622,MALLARD ST,ORIOLE ST - SWAN ST,5865,2022-02-16
10611,POTOMACST003522,POTOMAC ST,CAL CHANATE   - HAYWARD WY,5487,2022-02-16
11285,SAIPANDR004022,SAIPAN DR,ALLEGHANY ST - POTOMAC  ST,2765,2022-02-16
7139,KELTONRD003722,KELTON RD,BOLLENBACHER ST - KELTON CT,3750,2022-02-16
8272,MEADOWBROOKDR003322,MEADOWBROOK DR,BLACKSTONE CT - JAMACHA RD,6064,2022-02-16
3236,CARDIFFST003922,CARDIFF ST,WADE ST - JAMACHA RD,9869,2022-02-16
6039,GOVERNORDR003822,GOVERNOR DR,GREENWICH DR - SD 805 ,13402,2022-02-17
12421,TOPGUNST006522,TOP GUN ST,FLANDERS DR - CAMINO SANTA  ,6235,2022-02-22
10189,PARKBL006322,PARK BL,MADISON AV - ADAMS AV,5894,2022-02-22
1812,AVVISS003422,AV VISS  ,VIS STO TOMAS   - OTAY VY RD,3853,2022-02-22
11767,SHOALCRKDR006122,SHOAL CRK DR,STONEY GT PL - T WILLIAMS PY,7111,2022-02-23
10965,RHOPENASQUITBL004522,RHO PENASQUIT BL,PSO MONTRIL   - VIA SUD ,30779,2022-02-23
6492,HLANDRHRD005922,HLAND RH RD,T WILLIAMS PY - TIVOLI PK RW,10956,2022-02-23
3400,CARMELMTNRD005722,CARMEL MTN RD,CMTA DOURO  - PENASQUITOS DR,11792,2022-02-23
10706,PSOMONTALBAN004922,PSO MONTALBAN ,CARMEL MTN RD - PSO CEVERA  ,1584,2022-02-23
3404,CARMELMTNRD005822,CARMEL MTN RD,SD 015  - RHO CARMEL DR,41421,2022-02-23
2461,BLUECYPDR004422,BLUE CYP DR,SPR CYN RD - MANDRAKE PT,5751,2022-02-23
2434,BLACKMTNRD004722,BLACK MTN RD,OVIEDO  ST - LETHBRIDGE WY,15076,2022-02-23
3485,CARROLLCANYONRD005122,CARROLL CANYON RD,SD 015  - BUSINESSPARK AV,18747,2022-02-23
11986,SPRCYNRD004122,SPR CYN RD,SCR POWAY PY - N BROOKVILLE DR,9762,2022-02-23
4324,CYPCYNRD004322,CYP CYN RD,ALDERHILL TR - SCR POWAY PY,4207,2022-02-23
5321,FARMINGDALEST004222,FARMINGDALE ST,SWAN LK DR - SCR RH BL,4664,2022-02-23
4436,DELDIABLOWY006022,DEL DIABLO WY,PENASQUITOS DR - DEL DIABLO LN,4875,2022-02-23
12578,TWINTLSDR005022,TWIN TLS DR,BLACK MTN RD - PENASQUITOS PO DY,6702,2022-02-23
12148,STONEYPEAKDR006222,STONEY PEAK DR,CARMEL MTN RD - WORLD TRADE DR,8228,2022-02-23
2449,BLACKMTNRD004822,BLACK MTN RD,TWIN TLS DR - PSO MONTALBAN  ,14727,2022-02-23
10966,RHOPENASQUITBL004622,RHO PENASQUIT BL,SD 015   - PSO MONTRIL  ,35228,2022-02-23
1869,AVIARYRD005522,AVIARY RD,SCR RH BL - CYN LK DR,4687,2022-02-24
11581,SCRRHBL005322,SCR RH BL,POMERADO RD - IRONWOOD RD,6055,2022-02-24
11575,SCRLKDR005422,SCR LK DR,RED CEDAR DR - ALDERBROOK DR,6851,2022-02-24
10557,POMERADORD005222,POMERADO RD,SCR RH BL - CHABAD CTR DY,25432,2022-02-24
12420,TOOMAST006422,TOOMA ST,WOODMAN ST - EDINBRIDGE LN,2972,2022-02-24
8106,MARKETST006722,MARKET ST,EUCLID AV -   1200' E of 54 ST,7422,2022-02-24
10364,PENASQUITOSDR005622,PENASQUITOS DR,CARMEL MTN RD - VALVERDE CT,15584,2022-02-24
820,32ST006622,32 ST,HARBOR  DR -  NATIONAL AV,4394,2022-02-24
2227,BERNARDOCTRDR009422,BERNARDO CTR DR,W BERNARDO DR - CLOUDCREST DR,22675,2022-03-08
2209,BERNARDOCTRDR007822,BERNARDO CTR DR,RHO BERNARDO RD - BAJADA RD,17573,2022-03-08
2197,BERNARDOCTRDR007722,BERNARDO CTR DR,FIRE STA 33 DY - RHO BERNARDO RD,26329,2022-03-08
5120,EVENINGCRKNDR007222,EVENING CRK N DR,EVENING CRK S DR - SABRE SPRS PY,2557,2022-03-08
5121,EVENINGCRKSDR007322,EVENING CRK S DR,SABRE SPRS PY - SABRE HILL DR,2811,2022-03-08
10960,RHOBERNARDORD007522,RHO BERNARDO RD,SD 015   - BERNARDO CTR DR,43194,2022-03-08
11292,SALMONRIVERRD006922,SALMON RIVER RD,CAL ROSAS   - ADOLPHIA ST,1783,2022-03-08
7799,LOMICADR007622,LOMICA DR,BERNARDO CTR DR - ACENA DR,6289,2022-03-08
11283,SABRESPRSPY008222,SABRE SPRS PY,EVENING CRK N DR - T WILLIAMS PY,15597,2022-03-08
11284,SABRESPRSPY008122,SABRE SPRS PY,SAVANNAH CRK DR - EVENING CRK S DR,11067,2022-03-08
8320,MERCYRD007022,MERCY RD,BLACK MTN RD - CHABOLA RD,17761,2022-03-08
10961,RHOBERNARDORD007422,RHO BERNARDO RD,VIA TAZON   - W BERNARDO DR,35871,2022-03-08
11578,SCRPOWAYPY006822,SCR POWAY PY,SPR CYN RD - SCR CRK DR,24480,2022-03-08
61,01AV008622,01 AV,PENNSYLVANIA AV - ROBINSON AV,7301,2022-03-09
11066,ROCKWOODRD008822,ROCKWOOD RD,CLOVERDALE (FG) RD - OLD RH (FG) RD,4177,2022-03-09
5455,FLORIDAST007122,FLORIDA ST,MYRTLE AV - CYPRESS AV,5257,2022-03-09
3405,CARMELMTNRD008522,CARMEL MTN RD,VIS SORRENTO PY - EL CAM REAL ,26798,2022-03-09
11856,SNPASQUALRD009022,SN PASQUAL RD,OLD MILKY WY - OLD SN P (FG) RD,5811,2022-03-09
11681,SD078RD008722,SD 078 RD,OLD MILKY WY - YSABEL CRK RD,10222,2022-03-09
3459,CARMELVYRD008422,CARMEL VY RD,T D M DR - CMTO VISTANA  ,18539,2022-03-09
13244,WCYNAV008322,W CYN AV,GRANITE RDG DR - AERO DR,5299,2022-03-09
10703,PSOLUCIDO009622,PSO LUCIDO  ,BERNARDO HTS PY - AV VENUSTO WY,7324,2022-03-10
3402,CARMELMTNRD008922,CARMEL MTN RD,RHO CARMEL DR - CAM NORTE  ,35012,2022-03-10
10707,PSOMONTANOSO009122,PSO MONTANOSO  ,CE RAPOSO   - CAM NORTE  ,5256,2022-03-10
10458,POBLADORD008022,POBLADO RD,BOTERO DR - W BERNARDO DR,5930,2022-03-10
10555,POMERADORD007922,POMERADO RD,RIOS RD - RHO BERNARDO RD,19036,2022-03-10
2819,CAMNORTE009322,CAM NORTE  ,PSO LUCIDO   - SD 015  ,46158,2022-03-10
2820,CAMNORTE009222,CAM NORTE  ,PSO MONTANOSO   - BERNARDO CTR DR,44497,2022-03-10
1811,AVVENUSTO009722,AV VENUSTO  ,CAL VIVIENDA  - BERNARDO HTS PY,5062,2022-03-10
2821,CAMNORTE009522,CAM NORTE  ,WORLD TRADE DR - CARMEL MTN RD,35977,2022-03-10
10571,POMERADORD009922,POMERADO RD,SEMILLON BL - CMTO ALTO  ,16007,2022-03-10
2239,BERNARDOHTSPY009822,BERNARDO HTS PY,VIA EMBELESO   - AV VENUSTO  ,12438,2022-03-10
6493,HLANDVYRD010422,HLAND VY RD,POMERADO RD - SYCAMORE CRK RD,4414,2022-03-15
10641,POWAYRD010222,POWAY RD,SD 015   - SABRE SPRS PY,46563,2022-03-15
11679,SCRIPPSTL010022,SCRIPPS TL,GLENCREEK CR - REDFERN CR,5081,2022-03-15
10509,POMERADORD010522,POMERADO RD,FAIRBROOK RD - SEMILLON BL,21624,2022-03-15
13214,WBERNARDODR010322,W BERNARDO DR,AGUAMIEL RD - SD 015 R-K  ,8505,2022-03-15
12400,TIMBERLAKEDR010122,TIMBERLAKE DR,SUNSET RDG DR - POYNTELL CR,4458,2022-03-15
10572,POMERADORD010622,POMERADO RD,SPR CYN RD - STONEBRIDGE PY,23128,2022-03-15
388,06AV011422,06 AV,ROBINSON AV - UNIVERSITY AV,29118,2022-03-16
38,01AV011022,01 AV,JUNIPER ST - KALMIA  ST,5842,2022-03-16
248,05AV011622,05 AV,FIR ST - GRAPE ST,8565,2022-03-16
91,02AV011922,02 AV,A ST - ASH ST,4270,2022-03-16
157,04AV011222,04 AV,DATE ST - ELM ST,9809,2022-03-16
294,05AV011822,05 AV,QUINCE ST - REDWOOD ST,9794,2022-03-16
11819,SKYLINEDR010722,SKYLINE DR,LEGHORN AV - WOODMAN ST,9998,2022-03-16
1903,BST011522,B ST,12 AV - 16 ST,12014,2022-03-16
217,04AV011122,04 AV,WASHINGTON ST - 5 AV,12196,2022-03-16
198,04AV011322,04 AV,PENNSYLVANIA AV - ROBINSON AV,4571,2022-03-16
2848,CAMSUR010822,CAM SUR  ,T MDWS DR - WOLVERINE WY,20451,2022-03-17
2847,CAMSUR010922,CAM SUR  ,CARMEL VY RD - CMTO LAZANJA  ,13170,2022-03-17
331,06AV012122,06 AV,CEDAR ST - SD 005  ,17778,2022-03-22
232,05AV012022,05 AV,CEDAR ST - SD 005  ,20704,2022-03-22
486,10AV012622,10 AV,ROBINSON AV - ONEIDA WY,8547,2022-03-23
454,10AV012522,10 AV,A ST - ASH ST,22640,2022-03-23
1360,AST012322,A ST,KETTNER BL - INDIA ST,6846,2022-03-23
1340,AST012422,A ST,11 AV - 12 AV,9919,2022-03-23
1747,ASHST012222,ASH ST,COLUMBIA ST - STATE ST,11819,2022-03-23
7577,LAURELST012822,LAUREL ST,COLUMBIA ST - STATE ST,12095,2022-03-24
431,08AV012722,08 AV,UNIVERSITY AV - WASHINGTON ST,4133,2022-03-24
6772,INDIAST013322,INDIA ST,GRAPE ST - HAWTHORN ST,5573,2022-03-24
85,01AV012922,01 AV,WASHINGTON ST - LEWIS ST,4959,2022-03-24
5990,GOLDFINCHST013022,GOLDFINCH ST,UNIVERSITY AV - WASHINGTON ST,5128,2022-03-24
6137,GRAPEST013122,GRAPE ST,N HARBOR DR - PACIFIC HY,22886,2022-03-24
6347,HAWTHORNST013222,HAWTHORN ST,PACIFIC HY - KETTNER BL,22896,2022-03-24
6778,INDIAST013422,INDIA ST,JUNIPER ST - KALMIA ST,3257,2022-03-24
6615,HOWARDAV014422,HOWARD AV,UTAH ST - KANSAS ST,6860,2022-03-29
7906,MADISONAV014822,MADISON AV,MISSION AV - TEXAS ST,7592,2022-03-29
4840,ELCAJONBL014722,EL CAJON BL,GEORGIA ST - FLORIDA ST,18519,2022-03-29
1442,ADAMSAV015122,ADAMS AV,UTAH ST - KANSAS ST,8629,2022-03-29
6609,HOWARDAV014522,HOWARD AV,OREGON ST - IDAHO ST,5113,2022-03-29
6603,HOWARDAV014622,HOWARD AV,OHIO ST - ILLINOIS ST,7036,2022-03-29
7688,LINCOLNAV015022,LINCOLN AV,MARYLAND ST - WASHINGTON ST,4726,2022-03-29
8181,MARYLANDST013722,MARYLAND ST,LINCOLN AV - MORROW WY,4647,2022-03-29
7916,MADISONAV014922,MADISON AV,NORTH AV - PARK BL,4232,2022-03-29
12398,TIERRASANTABL015722,TIERRASANTA BL,TAMBOR RD - COLINA DORADA DR,4859,2022-03-30
12379,TIERRASANTABL015622,TIERRASANTA  BL,DUCOS PL - RUEDA DR,9196,2022-03-30
3620,CEDARST013622,CEDAR ST,2 AV - 3 AV,3153,2022-03-30
4108,COLUMBIAST015422,COLUMBIA ST,HAWTHORN ST - IVY ST,684,2022-03-30
5435,FLORIDADR014322,FLORIDA DR,B WILSON DR - ZOO PL,13955,2022-03-30
3622,CEDARST015222,CEDAR ST,5 AV - 6 AV,7808,2022-03-30
6000,GOLFCOURSEDR013522,GOLF COURSE DR,26 ST - 28 ST,4502,2022-03-30
7160,KETTNERBL015322,KETTNER  BL,A ST - ASH ST,9401,2022-03-30
4974,ELMST014222,ELM ST,5 AV - 6 AV,8346,2022-03-30
7570,LAURELST013822,LAUREL ST,3 AV - 4 AV,9829,2022-03-30
752,30ST014122,30 ST,JUNIPER ST - KALMIA ST,9029,2022-03-30
6810,INDIAST013922,INDIA ST,WINDER ST - WASHINGTON ST,7346,2022-03-30
6793,INDIAST014022,INDIA ST,SD 005 R-B  - CHALMERS ST,9611,2022-03-30
12171,SUNDEVILWY015522,SUN DEVIL  WY,CARMEL MOUNTAIN RD - BASSMORE DR,2072,2022-03-31
12765,UNIVERSITYAV017022,UNIVERSITY AV,BANCROFT  ST - BOUNDARY  ST,21328,2022-04-05
12855,UNIVERSITYAV016722,UNIVERSITY AV,VERMONT  ST - RICHMOND  ST,23687,2022-04-05
11041,ROBINSONAV017722,ROBINSON AV,5 AV - 6 AV,11195,2022-04-05
12121,STATEST015922,STATE ST,KALMIA  ST - LAUREL  ST,4314,2022-04-05
12680,UNIVERSITYAV016622,UNIVERSITY AV,4 AV - 5 AV,13203,2022-04-05
12821,UNIVERSITYAV016922,UNIVERSITY AV,PARK  BL - FLORIDA  ST,19547,2022-04-05
12911,UTAHST016222,UTAH ST,EL CAJON  BL - MEADE  AV,3864,2022-04-05
11507,SASSAFRASST015822,SASSAFRAS ST,KETTNER  BL - PACIFIC  HY,13935,2022-04-05
12772,UNIVERSITYAV016822,UNIVERSITY AV,CENTRE  ST - PARK  BL,21109,2022-04-05
12112,STATEST017322,STATE ST,GRAPE  ST - HAWTHORN  ST,2138,2022-04-06
12359,TEXASST017222,TEXAS ST,UNIVERSITY  AV - LINCOLN  AV,8244,2022-04-06
12667,UNIVERSITYAV018422,UNIVERSITY AV,36 ST - CHEROKEE  AV,15978,2022-04-06
10548,POMERADORD018522,POMERADO RD,RHO BERNAO  RD - CMTO GALLARDA  ,21100,2022-04-07
10650,PRESIDENTSWY017522,PRESIDENTS WY,PARK  BL - PAN AMER PZ ,6430,2022-04-07
10710,PZPANAMA017422,PZ PANAMA  ,PAN AMER  E  RD - EL PRADO  ,4541,2022-04-07
10853,REDWOODST017622,REDWOOD ST,29 ST - DALE  ST,6092,2022-04-07
5201,FAIRMOUNTAV020922,FAIRMOUNT AV,CHOLLAS  PY - RDG VW  DR,8327,2022-04-12
